5.0,0.8272404682217849,0.6101241482499768
10.0,0.27069407658321787,0.21707114527380697
15.0,0.11319963831648922,0.09565760160855623
20.0,0.06502578881159571,0.057535226962151235
25.0,0.037892649683564684,0.03454926191254206
30.0,0.01928543466893843,0.01798043815368572
35.0,0.009782343007446459,0.009237759478653101
40.0,0.004597297283044271,0.004383955219288703
45.0,0.0022236293228859306,0.002133517285499383
50.0,0.0010404216953916765,0.0010032538297960014
55.0,0.0004935547574615726,0.00047777400350639806
60.0,0.00023100987892132974,0.00022427091516019553
65.0,0.00011202223102286919,0.00010897500211332693
70.0,5.769056821291306e-5,5.619482894038407e-5
75.0,3.040619331284579e-5,2.963973728379845e-5
80.0,1.6820517653776237e-5,1.64053878250721e-5
85.0,1.023598323501095e-5,9.98692624915671e-6
90.0,6.876736559248382e-6,6.714161013185469e-6
