5.0,0.04639688104229394,0.051275261214865656,0.004720278942505214,0.00961070654964646
10.0,0.0009094508938268082,0.0008997005147502406,0.0003692857035004524,0.0020551760205104793
15.0,0.0006428979743761078,0.0006437089147277368,0.00010082022177146645,0.0004954238208159578
20.0,0.0016809651013367877,0.0016819120336474657,8.212711522694832e-6,0.001385648645236796
25.0,0.0007350198447305201,0.0007354305747755026,3.9987106271941044e-6,0.0006444506938983051
30.0,0.00022553171117667273,0.00022561382096183727,1.4747806863350906e-6,0.00020490204930555034
35.0,6.834296920356592e-5,6.836088269590103e-5,3.925157403316644e-7,6.316357322530959e-5
40.0,1.4083906577714882e-5,1.4086895497047533e-5,8.590031129714072e-8,1.3197912755657609e-5
45.0,2.8218692210060784e-6,2.8223284597080726e-6,1.8267235635136577e-8,2.668841426179423e-6
50.0,8.284703413363136e-7,8.286045613043565e-7,3.7058746265004762e-9,7.871080153983743e-7
55.0,1.5026306790512165e-7,1.5028603657374004e-7,9.067137961785899e-10,1.4359831179882081e-7
60.0,3.73744478473304e-8,3.737913197770302e-8,1.224371393724591e-10,3.585597122568265e-8
65.0,7.284016151910207e-9,7.285045987047732e-9,6.049802541572328e-11,7.019556480304121e-9
70.0,1.5825691787234849e-9,1.582841484365525e-9,2.932372171990926e-11,1.537771143409615e-9
75.0,4.3851818127268237e-10,4.385792299298143e-10,3.37924110350154e-11,4.3675678858562043e-10
80.0,1.1799200781696452e-10,1.180058853324062e-10,1.1090250757283852e-10,1.8856704665648674e-10
85.0,2.002567619627258e-11,2.0024482956455786e-11,1.9036218098160778e-11,3.2080833858097163e-11
90.0,3.344366853628791e-11,3.343731434079062e-11,7.003869914220864e-11,8.550415462715231e-11
