5.0,0.640531426158712,0.3694784492595676
10.0,0.20661567991802746,0.13279469508475183
15.0,0.07476537688771404,0.0523636004631231
20.0,0.038807650649201136,0.029309453155990716
25.0,0.02190815895323702,0.017581543932305585
30.0,0.013240235267067588,0.011057430145644644
35.0,0.008025161376120669,0.006901560749304703
40.0,0.00511988937469509,0.004495564367212578
45.0,0.0033500888476808684,0.0029876508309785786
50.0,0.0021384630789202733,0.0019323962182952682
55.0,0.0014013007519161314,0.0012800834278830294
60.0,0.0008989882885280114,0.0008283387398852867
65.0,0.0006014904696749793,0.0005578031434862083
70.0,0.0004011384048967862,0.00037424359859145653
75.0,0.0002712696965625962,0.00025438154919115303
80.0,0.00018215766218077867,0.00017159322291476596
85.0,0.0001286950263575162,0.00012171101799160716
90.0,9.046630184173798e-5,8.593507049986765e-5
