5.0,11.43276647138263,3.9039340599299033
10.0,8.284206124093949,3.5604337809659365
15.0,6.030004899895388,3.0739723566311925
20.0,4.695793463152193,2.6059397383013034
25.0,3.733433619742649,2.2173431187372956
30.0,3.020972514698375,1.9070024623794395
35.0,2.4638019860099796,1.6417856483300557
40.0,2.0228651088829848,1.4133905828093858
45.0,1.6733192729018493,1.2176195332288962
50.0,1.3890825822023323,1.0472388897313476
55.0,1.1529627786466106,0.8968092757589811
60.0,0.9634889183085411,0.769901364121956
65.0,0.8089514836383586,0.6617261904374169
70.0,0.6782768773092654,0.566762489504323
75.0,0.5675910813864137,0.48368347594936045
80.0,0.47612712335478174,0.4129836757716397
85.0,0.39783051463714786,0.3508818124818031
90.0,0.3318277018168246,0.2972726660234671
