5.0,3.4839416313738236,5.345347712107213,0.9943143530884684,1.2263329533062304
10.0,2.4740580205514187,3.246136220686565,0.35271778993072117,1.0665376273823521
15.0,1.5870285812145664,2.01332384616562,0.5054576668324302,0.7937018690823114
20.0,1.0058013933601684,1.2715560995383868,0.24025735442706847,0.565281305125703
25.0,0.8610918601188929,1.036943987712381,0.21787735621744583,0.513358948802046
30.0,0.5082834865006078,0.5941673376606379,0.08098202700031468,0.32383635833095115
35.0,0.38590796868406885,0.4401938021034032,0.04651395204584519,0.25601880007190003
40.0,0.2671516683855909,0.29509726878617276,0.04246318679847222,0.1867446691922094
45.0,0.1926768067418526,0.20997693300705392,0.026944223200596338,0.1389632144682892
50.0,0.13356741598440436,0.14304678771089788,0.01772072465565058,0.09902577748897252
55.0,0.09393058855208014,0.09958257704239978,0.013426768536153566,0.07143410663891232
60.0,0.0681031641277409,0.0714124110609007,0.009629915114996605,0.052998338155530254
65.0,0.0475510969126463,0.049499515415639475,0.006493345669632432,0.03768554984329923
70.0,0.03396305229798156,0.035147279279715234,0.004360231962149762,0.027402315936190757
75.0,0.024594181053035125,0.025286773675399055,0.003015037389122232,0.020095441190244565
80.0,0.01714588752560246,0.0175560100326377,0.002023290677903812,0.014195613968795907
85.0,0.012278911399628228,0.012530068881229196,0.00140464821002477,0.01032425079430317
90.0,0.008616854195931454,0.008769190295650738,0.0008804797533683565,0.007338577955422902
